sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 526407104, -158.1768341064453, -79.49796295166016, -153.5193328857422, 0, 0, 0, 0, 0, 0, 
1, 526415437, -157.6270751953125, -79.6830062866211, -154.03822326660156, 9.851022720336914, -0.6806531548500061, -1.858350157737732, 4.729159355163574, 24.80799102783203, 2.070502281188965, 
2, 526423770, -157.52291870117188, -79.69063568115234, -154.13134765625, 9.809654235839844, -0.6704859137535095, -1.8882390260696411, 4.6131134033203125, 24.120206832885742, 2.129709243774414, 
3, 526432103, -156.97727966308594, -79.86453247070312, -154.64602661132812, 9.806376457214355, -0.6511486768722534, -1.8999823331832886, 4.697461128234863, 23.487638473510742, 2.0358333587646484, 
4, 526440436, -157.15725708007812, -79.78751373291016, -154.41038513183594, 9.79686164855957, -0.6557649970054626, -1.9478029012680054, 4.567353248596191, 22.730928421020508, 2.02132248878479, 
5, 526448769, -156.62998962402344, -79.94760131835938, -154.90830993652344, 9.773208618164062, -0.662017822265625, -1.955088496208191, 4.4511284828186035, 21.794279098510742, 2.132296323776245, 
6, 526457102, -156.92185974121094, -79.83260345458984, -154.58409118652344, 9.764419555664062, -0.6647771596908569, -1.9725979566574097, 4.462988376617432, 20.916095733642578, 2.134063720703125, 
7, 526465435, -156.4274444580078, -79.9788818359375, -155.04917907714844, 9.722612380981445, -0.6695617437362671, -2.0349507331848145, 4.38656759262085, 19.993350982666016, 2.032925844192505, 
8, 526473768, -156.72850036621094, -79.84915924072266, -154.68402099609375, 9.72899055480957, -0.6684753894805908, -2.025242328643799, 4.340077877044678, 18.899137496948242, 2.123523473739624, 
9, 526482101, -156.2720184326172, -79.978759765625, -155.11227416992188, 9.709624290466309, -0.6599394679069519, -2.0222880840301514, 4.1723551750183105, 17.845365524291992, 2.0572075843811035, 
10, 526490434, -156.558349609375, -79.85289764404297, -154.76165771484375, 9.694836616516113, -0.6391578912734985, -2.0773842334747314, 4.2115960121154785, 16.740522384643555, 2.0374081134796143, 
11, 526498767, -156.14498901367188, -79.96409606933594, -155.1475830078125, 9.693766593933105, -0.6857295632362366, -2.089077949523926, 4.000969886779785, 15.47253704071045, 2.084486722946167, 
12, 526507100, -156.4375, -79.83348846435547, -154.78749084472656, 9.684150695800781, -0.6774305105209351, -2.1145894527435303, 4.0043768882751465, 14.22141170501709, 2.030773878097534, 
13, 526515433, -156.072021484375, -79.92520904541016, -155.12521362304688, 9.667752265930176, -0.6597892642021179, -2.122114896774292, 3.961857318878174, 12.939827919006348, 2.0878424644470215, 
14, 526523766, -156.3667755126953, -79.78958892822266, -154.75418090820312, 9.648956298828125, -0.6493867039680481, -2.1279428005218506, 3.7487199306488037, 11.570897102355957, 2.014559507369995, 
15, 526532099, -156.06161499023438, -79.85980224609375, -155.03192138671875, 9.626904487609863, -0.6463391184806824, -2.1508066654205322, 3.8091957569122314, 10.084964752197266, 1.991353154182434, 
16, 526540432, -156.3740692138672, -79.7197036743164, -154.6494598388672, 9.635941505432129, -0.6593053340911865, -2.120011568069458, 3.605203866958618, 8.806506156921387, 1.9936071634292603, 
17, 526548765, -156.12925720214844, -79.76834869384766, -154.8681640625, 9.619821548461914, -0.6619517803192139, -2.1666297912597656, 3.546431541442871, 7.220434665679932, 1.9304808378219604, 
