sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 1390618660, 91.7540283203125, -37.82793426513672, -52.78173828125, 0, 0, 0, 0, 0, 0, 
1, 1390626993, 91.75688171386719, -37.837825775146484, -52.77645492553711, 6.049682140350342, 7.764161586761475, -0.24363334476947784, 0.7324774265289307, 0.5374506711959839, 1.1690462827682495, 
2, 1390635326, 91.76446533203125, -37.86863708496094, -52.777130126953125, 6.034560203552246, 7.770441055297852, -0.2513294517993927, 0.9553470015525818, 0.3651949465274811, 1.1248875856399536, 
3, 1390643659, 91.77288055419922, -37.87923812866211, -52.77497863769531, 6.04451322555542, 7.760997295379639, -0.2787465751171112, 1.1666897535324097, 0.2421441674232483, 1.2643569707870483, 
4, 1390651992, 91.8112564086914, -37.89713668823242, -52.77494812011719, 6.036690711975098, 7.77642822265625, -0.23797085881233215, 1.274730920791626, 0.014228706248104572, 1.2661499977111816, 
5, 1390660325, 91.82560729980469, -37.907447814941406, -52.77654266357422, 6.030529022216797, 7.775486946105957, -0.2614338994026184, 1.605769157409668, -0.11226719617843628, 1.2401260137557983, 
6, 1390668658, 91.85672760009766, -37.911231994628906, -52.76492691040039, 6.019014358520508, 7.789095878601074, -0.2798826992511749, 1.7728248834609985, -0.2992767095565796, 1.2566982507705688, 
7, 1390676991, 91.87628936767578, -37.9216194152832, -52.771121978759766, 6.001996040344238, 7.778882026672363, -0.28035083413124084, 1.8905993700027466, -0.5469407439231873, 1.2650997638702393, 
8, 1390685324, 91.92036437988281, -37.91243362426758, -52.780128479003906, 6.021542072296143, 7.779667854309082, -0.24619273841381073, 2.2313709259033203, -0.7046219110488892, 1.3457077741622925, 
9, 1390693657, 91.94770812988281, -37.923580169677734, -52.791324615478516, 6.005153179168701, 7.792758941650391, -0.263284832239151, 2.4539589881896973, -1.0162960290908813, 1.3723210096359253, 
10, 1390701990, 91.98578643798828, -37.91153335571289, -52.825042724609375, 5.990081787109375, 7.8007330894470215, -0.2797379791736603, 2.643965244293213, -1.1395516395568848, 1.3315175771713257, 
11, 1390710323, 92.01923370361328, -37.921775817871094, -52.83936309814453, 5.991325855255127, 7.784973621368408, -0.27805596590042114, 2.9585084915161133, -1.3121662139892578, 1.2760629653930664, 
12, 1390718656, 92.06352233886719, -37.906063079833984, -52.849632263183594, 5.987468719482422, 7.792867660522461, -0.23938436806201935, 3.2828354835510254, -1.4780693054199219, 1.381337285041809, 
13, 1390726989, 92.10313415527344, -37.91606903076172, -52.86860656738281, 5.981574058532715, 7.809994697570801, -0.24260257184505463, 3.3545680046081543, -1.7520904541015625, 1.2653943300247192, 
14, 1390735322, 92.14413452148438, -37.89802169799805, -52.877113342285156, 6.003066062927246, 7.78299617767334, -0.24840375781059265, 3.7737324237823486, -2.0510854721069336, 1.3069281578063965, 
15, 1390743655, 92.19127655029297, -37.90801239013672, -52.899234771728516, 5.9971394538879395, 7.800177097320557, -0.24342080950737, 4.027851581573486, -2.046679973602295, 1.2757041454315186, 
16, 1390751988, 92.23236083984375, -37.8930549621582, -52.91439437866211, 5.972960948944092, 7.797304153442383, -0.21732363104820251, 4.322491645812988, -2.286505699157715, 1.3024710416793823, 
17, 1390760321, 92.28687286376953, -37.90291213989258, -52.94076156616211, 5.996203899383545, 7.7904839515686035, -0.23316581547260284, 4.5992021560668945, -2.45102596282959, 1.2798280715942383, 
18, 1390768654, 92.3272705078125, -37.888370513916016, -52.94932174682617, 5.972005367279053, 7.7931389808654785, -0.21357810497283936, 4.848018169403076, -2.5960538387298584, 1.1997835636138916, 
19, 1390776987, 92.38799285888672, -37.897735595703125, -52.97845458984375, 5.984208583831787, 7.799117565155029, -0.24132505059242249, 5.1412506103515625, -2.7112667560577393, 1.2360020875930786, 
20, 1390785320, 92.43161010742188, -37.88480758666992, -52.9854850769043, 6.009443283081055, 7.8034348487854, -0.2225686013698578, 5.304234027862549, -3.1835930347442627, 1.2835931777954102, 
21, 1390793653, 92.49976348876953, -37.89399719238281, -53.01960372924805, 5.981446743011475, 7.794846534729004, -0.24077963829040527, 5.663192272186279, -3.1812877655029297, 1.2420982122421265, 
22, 1390801986, 92.54710388183594, -37.88273239135742, -53.03767395019531, 5.999344825744629, 7.7974019050598145, -0.222954660654068, 5.900354385375977, -3.43924880027771, 1.2446084022521973, 
23, 1390810319, 92.62090301513672, -37.89210891723633, -53.07579040527344, 6.002466678619385, 7.812403678894043, -0.2510020434856415, 6.047687530517578, -3.5557940006256104, 1.287589192390442, 
24, 1390818652, 92.67121887207031, -37.882076263427734, -53.0929069519043, 6.011159420013428, 7.804020404815674, -0.23566217720508575, 6.327574253082275, -3.6439836025238037, 1.1776273250579834, 
25, 1390826985, 92.75127410888672, -37.89064407348633, -53.13529586791992, 6.006781101226807, 7.7952494621276855, -0.2608804702758789, 6.482567310333252, -3.9621899127960205, 1.21855890750885, 
26, 1390835318, 92.80659484863281, -37.88289260864258, -53.15977096557617, 6.008181095123291, 7.803471088409424, -0.2460181713104248, 6.687173843383789, -4.1102399826049805, 1.2337483167648315, 
27, 1390843651, 92.89179229736328, -37.89219665527344, -53.20549774169922, 6.002021312713623, 7.778295993804932, -0.2589418292045593, 6.854253768920898, -4.27235221862793, 1.3295196294784546, 
28, 1390851984, 92.95221710205078, -37.88698959350586, -53.248592376708984, 6.034595489501953, 7.767822265625, -0.2506266236305237, 7.020670413970947, -4.595500946044922, 1.3691192865371704, 
29, 1390860317, 93.04322052001953, -37.895896911621094, -53.29803466796875, 6.058200359344482, 7.772411823272705, -0.22425073385238647, 7.277862071990967, -4.621319770812988, 1.3126654624938965, 
30, 1390868650, 93.10565185546875, -37.894039154052734, -53.32332992553711, 6.041621685028076, 7.7861738204956055, -0.2095450907945633, 7.322009086608887, -4.797674179077148, 1.4124201536178589, 
31, 1390876983, 93.20165252685547, -37.90327453613281, -53.377052307128906, 6.035728454589844, 7.777551651000977, -0.2165844589471817, 7.5605926513671875, -5.02000617980957, 1.3888423442840576, 
32, 1390885316, 93.26559448242188, -37.903541564941406, -53.40916442871094, 6.057581424713135, 7.780087471008301, -0.2041088044643402, 7.614947319030762, -5.073488712310791, 1.4710897207260132, 
