sep=,
PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,
0, 2236170008, -93.55262756347656, -66.09916687011719, -166.63400268554688, 0, 0, 0, 0, 0, 0, 
1, 2236178341, -93.72943115234375, -66.08697509765625, -166.44381713867188, 9.053582191467285, -4.006526947021484, -0.2566002607345581, -0.3528873920440674, -9.324480056762695, 0.8739705681800842, 
2, 2236186674, -93.91482543945312, -66.08871459960938, -166.2294921875, 9.071125030517578, -4.00944185256958, -0.2636150121688843, -0.456548273563385, -9.596553802490234, 0.8088080286979675, 
3, 2236195007, -94.09760284423828, -66.07472229003906, -166.03355407714844, 9.063043594360352, -4.008829593658447, -0.26032382249832153, -0.44084659218788147, -9.627776145935059, 1.0070874691009521, 
4, 2236203340, -94.25765991210938, -66.06851959228516, -165.8665008544922, 9.087983131408691, -4.010124206542969, -0.2534729540348053, -0.5281398892402649, -9.613021850585938, 0.9288873672485352, 
5, 2236211673, -94.4430160522461, -66.05498504638672, -165.66873168945312, 9.07266902923584, -4.0149407386779785, -0.24973273277282715, -0.5530625581741333, -9.726161003112793, 0.8913370370864868, 
6, 2236220006, -94.55609130859375, -66.0496597290039, -165.52078247070312, 9.066507339477539, -4.012434482574463, -0.248447448015213, -0.5516281723976135, -9.88192081451416, 0.8765063881874084, 
7, 2236228339, -94.74729919433594, -66.03561401367188, -165.31768798828125, 9.058091163635254, -4.017197132110596, -0.27443644404411316, -0.6746534109115601, -9.999924659729004, 0.8807070255279541, 
8, 2236236672, -94.84503936767578, -66.0265884399414, -165.18312072753906, 9.066967964172363, -4.016551494598389, -0.25157734751701355, -0.6451201438903809, -9.957380294799805, 0.877223551273346, 
9, 2236245005, -95.03802490234375, -66.01296997070312, -164.97799682617188, 9.04979133605957, -4.015737533569336, -0.25735846161842346, -0.6643820405006409, -10.108198165893555, 0.7625998854637146, 
10, 2236253338, -95.12120056152344, -66.00251007080078, -164.86126708984375, 9.067645072937012, -4.020511150360107, -0.2513108253479004, -0.6386653780937195, -10.065728187561035, 0.8688989281654358, 
11, 2236261671, -95.31446075439453, -65.98680877685547, -164.65594482421875, 9.05772876739502, -4.016209125518799, -0.25773099064826965, -0.6885363459587097, -10.152714729309082, 0.9661051034927368, 
12, 2236270004, -95.38943481445312, -65.9757080078125, -164.54112243652344, 9.046244621276855, -4.021059989929199, -0.2526012659072876, -0.620197594165802, -10.098746299743652, 0.9178478717803955, 
13, 2236278337, -95.58146667480469, -65.96034240722656, -164.33673095703125, 9.043978691101074, -4.020413875579834, -0.24789761006832123, -0.6468619704246521, -10.116828918457031, 0.8837295770645142, 
14, 2236286670, -95.6518325805664, -65.94830322265625, -164.23362731933594, 9.044514656066895, -4.019821643829346, -0.20699730515480042, -0.6206329464912415, -10.171029090881348, 0.8882888555526733, 
15, 2236295003, -95.84481048583984, -65.9328384399414, -164.0279541015625, 9.050419807434082, -4.0154218673706055, -0.2428826540708542, -0.6245775818824768, -10.197335243225098, 0.8407745361328125, 
16, 2236303336, -95.90648651123047, -65.9218978881836, -163.93711853027344, 9.049480438232422, -4.02565336227417, -0.25852012634277344, -0.7149190306663513, -10.223565101623535, 0.8322449922561646, 
17, 2236311669, -96.09790802001953, -65.90478515625, -163.73301696777344, 9.06527328491211, -4.036062240600586, -0.26376649737358093, -0.6172006726264954, -10.15671157836914, 1.0013245344161987, 
18, 2236320002, -96.1598129272461, -65.89237213134766, -163.6377716064453, 9.067537307739258, -4.0099196434021, -0.23696543276309967, -0.6308530569076538, -10.073183059692383, 0.960623562335968, 
19, 2236328335, -96.35088348388672, -65.87540435791016, -163.43508911132812, 9.054496765136719, -4.029458522796631, -0.228262796998024, -0.7328233122825623, -10.101025581359863, 0.9442816972732544, 
20, 2236336668, -96.407470703125, -65.86454772949219, -163.350830078125, 9.062265396118164, -4.039844512939453, -0.25526511669158936, -0.6903036236763, -9.912606239318848, 0.9207934141159058, 
21, 2236345001, -96.5940933227539, -65.84764862060547, -163.15272521972656, 9.068036079406738, -4.026459693908691, -0.23781952261924744, -0.7019068598747253, -9.891397476196289, 0.9128528833389282, 
22, 2236353334, -96.6516342163086, -65.83696746826172, -163.048095703125, 9.050047874450684, -4.007489204406738, -0.2211955487728119, -0.6104896664619446, -9.9408597946167, 0.8946924805641174, 
23, 2236361667, -96.83380126953125, -65.82005310058594, -162.85443115234375, 9.066944122314453, -4.0214972496032715, -0.24799272418022156, -0.6575942635536194, -9.691683769226074, 0.8959220051765442, 
24, 2236370000, -96.88642120361328, -65.81021881103516, -162.7638397216797, 9.084030151367188, -4.026401519775391, -0.2692491114139557, -0.65826016664505, -9.662381172180176, 0.9418482780456543, 
25, 2236378333, -97.06550598144531, -65.79158782958984, -162.57186889648438, 9.091707229614258, -4.024143695831299, -0.251562237739563, -0.4816756844520569, -9.646628379821777, 1.0742738246917725, 
26, 2236386666, -97.11792755126953, -65.7822036743164, -162.48800659179688, 9.074803352355957, -4.001601696014404, -0.25436103343963623, -0.47557950019836426, -9.54171371459961, 0.9677187204360962, 
27, 2236394999, -97.28998565673828, -65.76380920410156, -162.30284118652344, 9.08080005645752, -3.9883172512054443, -0.27678629755973816, -0.38316336274147034, -9.32568359375, 1.0479170083999634, 
28, 2236403332, -97.34039306640625, -65.75653839111328, -162.2139892578125, 9.080353736877441, -4.013411045074463, -0.27628862857818604, -0.5053433179855347, -9.212288856506348, 0.9295535683631897, 
29, 2236411665, -97.50873565673828, -65.73907470703125, -162.03253173828125, 9.065899848937988, -4.021944999694824, -0.26430243253707886, -0.35283616185188293, -9.143924713134766, 0.9244050979614258, 
30, 2236419998, -97.55501556396484, -65.73234558105469, -161.95159912109375, 9.094765663146973, -4.017800807952881, -0.2685163915157318, -0.1807340532541275, -8.960756301879883, 0.9040929675102234, 
31, 2236428331, -97.71548461914062, -65.71495056152344, -161.77671813964844, 9.092494010925293, -4.013446807861328, -0.3079580068588257, -0.13073506951332092, -8.833121299743652, 0.9243793487548828, 
32, 2236436664, -97.75668334960938, -65.70880126953125, -161.68795776367188, 9.100669860839844, -3.9983150959014893, -0.28690487146377563, -0.06260119378566742, -8.521907806396484, 0.9296046495437622, 
33, 2236444997, -97.90692901611328, -65.69205474853516, -161.52352905273438, 9.079367637634277, -3.988481283187866, -0.2692809998989105, -0.05015266686677933, -8.321910858154297, 0.8852663040161133, 
34, 2236453330, -97.94377136230469, -65.68675994873047, -161.44696044921875, 9.081167221069336, -4.004332065582275, -0.29707071185112, 0.0031377437990158796, -8.168123245239258, 0.9627750515937805, 
35, 2236461663, -98.08401489257812, -65.66914367675781, -161.29124450683594, 9.064453125, -3.9964187145233154, -0.2955883741378784, 0.18594656884670258, -7.921229362487793, 1.0270414352416992, 
36, 2236469996, -98.11469268798828, -65.66373443603516, -161.2212677001953, 9.073466300964355, -4.016232490539551, -0.2900536060333252, 0.31604132056236267, -7.795412063598633, 1.035058617591858, 
37, 2236478329, -98.24609375, -65.64632415771484, -161.07327270507812, 9.086642265319824, -4.012217998504639, -0.27860385179519653, 0.40517884492874146, -7.5498223304748535, 1.0311907529830933, 
38, 2236486662, -98.26801300048828, -65.64154052734375, -160.99571228027344, 9.080476760864258, -4.008108139038086, -0.28438809514045715, 0.633094310760498, -7.347187519073486, 1.0100845098495483, 
39, 2236494995, -98.39037322998047, -65.62418365478516, -160.8559112548828, 9.059196472167969, -4.022154808044434, -0.2958345115184784, 0.5957742929458618, -7.157001972198486, 1.058982253074646, 
40, 2236503328, -98.40510559082031, -65.61902618408203, -160.80294799804688, 9.063708305358887, -4.034743309020996, -0.27420350909233093, 0.6862182021141052, -6.870455265045166, 1.092716097831726, 
41, 2236511661, -98.51665496826172, -65.60264587402344, -160.67384338378906, 9.065804481506348, -4.019632816314697, -0.295482337474823, 0.721924364566803, -6.626172065734863, 1.0033479928970337, 
42, 2236519994, -98.52215576171875, -65.59799194335938, -160.6255340576172, 9.061458587646484, -4.024827003479004, -0.24126110970973969, 0.9095741510391235, -6.3645219802856445, 1.0502731800079346, 
43, 2236528327, -98.6227798461914, -65.58216857910156, -160.50502014160156, 9.072866439819336, -4.0224928855896, -0.2878904640674591, 1.0853136777877808, -6.2027435302734375, 0.9907970428466797, 
44, 2236536660, -98.62163543701172, -65.57750701904297, -160.46981811523438, 9.066226959228516, -4.038580417633057, -0.2694839537143707, 1.09650719165802, -6.038941383361816, 1.066051721572876, 
45, 2236544993, -98.71470642089844, -65.56149291992188, -160.3566131591797, 9.035473823547363, -4.028860092163086, -0.285866916179657, 1.1870533227920532, -5.8523406982421875, 1.0583418607711792, 
46, 2236553326, -98.70232391357422, -65.55713653564453, -160.32028198242188, 9.053631782531738, -4.013946533203125, -0.2844626009464264, 1.3493194580078125, -5.456062316894531, 1.061543583869934, 
47, 2236561659, -98.78421783447266, -65.54148864746094, -160.2182159423828, 9.072161674499512, -4.044919490814209, -0.2721010446548462, 1.3129985332489014, -5.306756973266602, 1.0874906778335571, 
48, 2236569992, -98.7645034790039, -65.53724670410156, -160.1950225830078, 9.065075874328613, -4.020619869232178, -0.2919645309448242, 1.5267748832702637, -5.045185089111328, 1.075528860092163, 
49, 2236578325, -98.83467864990234, -65.5224380493164, -160.1036834716797, 9.054393768310547, -4.009308338165283, -0.25490033626556396, 1.545549988746643, -4.771368503570557, 1.0668200254440308, 
50, 2236586658, -98.80461883544922, -65.51811218261719, -160.08779907226562, 9.059401512145996, -4.003574371337891, -0.2825384736061096, 1.859631896018982, -4.554518699645996, 1.1611061096191406, 
51, 2236594991, -98.86302185058594, -65.50385284423828, -160.0061798095703, 9.064969062805176, -4.008734703063965, -0.2745486795902252, 1.8935706615447998, -4.287336349487305, 1.0697656869888306, 
52, 2236603324, -98.82295227050781, -65.5003662109375, -159.99588012695312, 9.084620475769043, -4.021536350250244, -0.27321359515190125, 1.9441332817077637, -3.9381885528564453, 1.1615415811538696, 
53, 2236611657, -98.86905670166016, -65.48626708984375, -159.9265899658203, 9.064603805541992, -4.0026631355285645, -0.26614394783973694, 2.024792432785034, -3.684326171875, 1.140665888786316, 
54, 2236619990, -98.81659698486328, -65.4832992553711, -159.92999267578125, 9.069098472595215, -4.019068717956543, -0.27007243037223816, 2.1944353580474854, -3.2831809520721436, 1.2050857543945312, 
55, 2236628323, -98.84930419921875, -65.46912384033203, -159.8728790283203, 9.07003402709961, -3.9805150032043457, -0.2529715597629547, 2.3048837184906006, -3.0901262760162354, 1.2420724630355835, 
56, 2236636656, -98.78731536865234, -65.46720886230469, -159.88548278808594, 9.079813957214355, -4.004342079162598, -0.2581726908683777, 2.4152557849884033, -2.765901565551758, 1.1707112789154053, 
57, 2236644989, -98.80683898925781, -65.45423126220703, -159.84030151367188, 9.079366683959961, -3.991441488265991, -0.2822657823562622, 2.573474884033203, -2.479534864425659, 1.2008850574493408, 
58, 2236653322, -98.73409271240234, -65.45364379882812, -159.8535919189453, 9.082608222961426, -4.011168003082275, -0.27831706404685974, 2.645630359649658, -2.160074234008789, 1.1159738302230835, 
59, 2236661655, -98.74137878417969, -65.44116973876953, -159.81903076171875, 9.069944381713867, -3.992487668991089, -0.26941221952438354, 2.8801028728485107, -1.9478600025177002, 1.2203516960144043, 
60, 2236669988, -98.65696716308594, -65.44125366210938, -159.8538818359375, 9.07323932647705, -3.999831199645996, -0.28872132301330566, 2.9281554222106934, -1.5315264463424683, 1.134416103363037, 
61, 2236678321, -98.64871215820312, -65.42971801757812, -159.83377075195312, 9.086641311645508, -4.008943557739258, -0.29533252120018005, 3.173923969268799, -1.222593069076538, 1.220018982887268, 
62, 2236686654, -98.55264282226562, -65.42976379394531, -159.87771606445312, 9.070906639099121, -4.0269389152526855, -0.2717024087905884, 3.2543785572052, -0.9129682183265686, 1.2247575521469116, 
63, 2236694987, -98.53194427490234, -65.41869354248047, -159.86949157714844, 9.071637153625488, -3.9885685443878174, -0.30595794320106506, 3.3685920238494873, -0.626447319984436, 1.2577228546142578, 
64, 2236703320, -98.42626190185547, -65.41879272460938, -159.9220428466797, 9.071956634521484, -4.012475490570068, -0.26032641530036926, 3.53493070602417, -0.38777387142181396, 1.2871280908584595, 
65, 2236711653, -98.39374542236328, -65.40900421142578, -159.9238739013672, 9.083334922790527, -4.008996486663818, -0.29435938596725464, 3.689819812774658, -0.10670888423919678, 1.177396535873413, 
66, 2236719986, -98.2771224975586, -65.40992736816406, -159.9880828857422, 9.055174827575684, -4.006722927093506, -0.2920263409614563, 3.874677896499634, 0.19101814925670624, 1.2533940076828003, 
67, 2236728319, -98.2290267944336, -65.40056610107422, -160.00474548339844, 9.072244644165039, -4.012221336364746, -0.27221253514289856, 3.9403271675109863, 0.6351177096366882, 1.2332613468170166, 
68, 2236736652, -98.0994873046875, -65.40264129638672, -160.07247924804688, 9.073511123657227, -4.023268699645996, -0.29106414318084717, 4.032872200012207, 0.9740453958511353, 1.2008850574493408, 
69, 2236744985, -98.04003143310547, -65.393798828125, -160.0989227294922, 9.089465141296387, -4.014405727386475, -0.2863832116127014, 4.232073783874512, 1.1288578510284424, 1.2405613660812378, 
70, 2236753318, -97.89961242675781, -65.39511108398438, -160.1834716796875, 9.064849853515625, -4.030759334564209, -0.30618247389793396, 4.3562517166137695, 1.545166015625, 1.3409948348999023, 
71, 2236761651, -97.82788848876953, -65.38589477539062, -160.2212371826172, 9.076560974121094, -4.034487724304199, -0.28230082988739014, 4.464471817016602, 1.6872482299804688, 1.3610509634017944, 
72, 2236769984, -97.68093872070312, -65.3873291015625, -160.3080596923828, 9.047505378723145, -4.021723747253418, -0.2896443009376526, 4.592926502227783, 1.9405726194381714, 1.3339252471923828, 
73, 2236778317, -97.59849548339844, -65.3797607421875, -160.35585021972656, 9.058323860168457, -4.025452613830566, -0.277812659740448, 4.657960891723633, 2.213543653488159, 1.2268834114074707, 
74, 2236786650, -97.44391632080078, -65.38147735595703, -160.45355224609375, 9.049838066101074, -4.040029048919678, -0.27700313925743103, 4.726710319519043, 2.439896821975708, 1.320016860961914, 
75, 2236794983, -97.34883880615234, -65.37301635742188, -160.5131072998047, 9.056142807006836, -4.012674331665039, -0.25483670830726624, 4.889155387878418, 2.7869951725006104, 1.3959373235702515, 
76, 2236803316, -97.18547058105469, -65.3746337890625, -160.6201171875, 9.057476997375488, -4.0204176902771, -0.2704525589942932, 4.967381954193115, 2.9305121898651123, 1.3562098741531372, 
77, 2236811649, -97.08133697509766, -65.36674499511719, -160.68832397460938, 9.07448673248291, -4.025001049041748, -0.29745298624038696, 5.037103652954102, 3.2286362648010254, 1.3699647188186646, 
78, 2236819982, -96.90849304199219, -65.36807250976562, -160.80288696289062, 9.059416770935059, -4.04099702835083, -0.2578849196434021, 5.117711067199707, 3.521918773651123, 1.4143794775009155, 
79, 2236828315, -96.7918701171875, -65.36109924316406, -160.88223266601562, 9.072604179382324, -4.0145416259765625, -0.29341527819633484, 5.3128662109375, 3.801933526992798, 1.3121275901794434, 
80, 2236836648, -96.61214447021484, -65.36203002929688, -160.99766540527344, 9.049424171447754, -4.007215976715088, -0.2950398921966553, 5.516576290130615, 3.849012613296509, 1.4523142576217651, 
81, 2236844981, -96.49024963378906, -65.35414123535156, -161.08154296875, 9.075885772705078, -4.044583320617676, -0.2839007079601288, 5.45628023147583, 4.019731521606445, 1.4284930229187012, 
82, 2236853314, -96.30241394042969, -65.35533142089844, -161.20494079589844, 9.074533462524414, -4.002509117126465, -0.26883959770202637, 5.6247453689575195, 4.400640964508057, 1.4295177459716797, 
83, 2236861647, -96.16971588134766, -65.34857940673828, -161.2992706298828, 9.082193374633789, -4.016397476196289, -0.29633641242980957, 5.6126556396484375, 4.560499668121338, 1.3285465240478516, 
84, 2236869980, -95.97492980957031, -65.35016632080078, -161.43284606933594, 9.094303131103516, -4.000332355499268, -0.29388609528541565, 5.776151657104492, 4.863208770751953, 1.3925564289093018, 
85, 2236878313, -95.83078002929688, -65.34342956542969, -161.53695678710938, 9.072196006774902, -4.023860931396484, -0.2708960175514221, 5.920538902282715, 5.053471565246582, 1.3498833179473877, 
